model	language	task	perturbation	probing_location	dev_acc	test_acc
XLM-RoBERTa	Latin	number_noun		last	0.9321428571428572	0.8357142857142856
XLM-RoBERTa	Latin	number_verb	next1	first	0.9371428571428572	0.8392857142857143
XLM-RoBERTa	Latin	number_verb	permute	first	0.8021428571428572	0.7814285714285715
XLM-RoBERTa	Latin	number_verb	permute	last	0.955	0.925
XLM-RoBERTa	Latin	number_verb	prev1	last	0.8692857142857143	0.7942857142857144
XLM-RoBERTa	Latin	number_verb		first	0.8321428571428571	0.7757142857142857
XLM-RoBERTa	Latin	number_verb		last	0.9785714285714285	0.9349999999999999
XLM-RoBERTa	Latin	person_verb	next1	first	0.900497512437811	0.8841506751954513
XLM-RoBERTa	Latin	person_verb	permute	first	0.8294243070362474	0.749822316986496
XLM-RoBERTa	Latin	person_verb	permute	last	0.9864960909737029	0.9538024164889837
XLM-RoBERTa	Latin	person_verb	prev1	last	0.8912579957356078	0.8208955223880597
XLM-RoBERTa	Latin	person_verb		first	0.8585643212508884	0.7512437810945274
XLM-RoBERTa	Latin	person_verb		last	0.9928926794598437	0.9587775408670931
XLM-RoBERTa	Latin	tense_verb	next1	first	0.7482319660537483	0.6858564321250888
XLM-RoBERTa	Latin	tense_verb	permute	first	0.6244695898161244	0.5074626865671642
XLM-RoBERTa	Latin	tense_verb	permute	last	0.8422913719943423	0.7818052594171998
XLM-RoBERTa	Latin	tense_verb	prev1	last	0.7248939179632249	0.6226012793176973
XLM-RoBERTa	Latin	tense_verb		first	0.690947666195191	0.5536602700781805
XLM-RoBERTa	Latin	tense_verb		last	0.855021216407355	0.8017057569296375
XLM-RoBERTa	Latin	verbform_verb	next1	first	0.8564321250888415	0.7647476901208244
XLM-RoBERTa	Latin	verbform_verb	permute	first	0.7149964463397299	0.6481876332622601
XLM-RoBERTa	Latin	verbform_verb	permute	last	0.9289267945984364	0.8599857853589198
XLM-RoBERTa	Latin	verbform_verb	prev1	last	0.8415067519545131	0.7633262260127932
XLM-RoBERTa	Latin	verbform_verb		first	0.8031272210376689	0.7405828002842928
XLM-RoBERTa	Latin	verbform_verb		last	0.963041933191187	0.8869936034115139
XLM-RoBERTa	Latin	voice_verb	next1	first	0.8828571428571428	0.8950000000000001
XLM-RoBERTa	Latin	voice_verb	permute	first	0.8392857142857143	0.8307142857142856
XLM-RoBERTa	Latin	voice_verb	permute	last	0.9299999999999999	0.9285714285714286
XLM-RoBERTa	Latin	voice_verb	prev1	last	0.8792857142857143	0.8521428571428571
XLM-RoBERTa	Latin	voice_verb		first	0.875	0.8792857142857143
XLM-RoBERTa	Latin	voice_verb		last	0.9378571428571428	0.9385714285714286
XLM-RoBERTa	Latvian	case_adj	next1	first	0.7735714285714286	0.7707142857142858
XLM-RoBERTa	Latvian	case_adj	permute	first	0.5235714285714286	0.5878571428571429
XLM-RoBERTa	Latvian	case_adj	permute	last	0.8035714285714286	0.8407142857142856
XLM-RoBERTa	Latvian	case_adj	prev1	last	0.7378571428571429	0.7421428571428572
XLM-RoBERTa	Latvian	case_adj		first	0.6892857142857143	0.6692857142857144
XLM-RoBERTa	Latvian	case_adj		last	0.9335714285714286	0.9450000000000001
XLM-RoBERTa	Latvian	case_noun	next1	first	0.85	0.7828571428571429
XLM-RoBERTa	Latvian	case_noun	permute	first	0.6514285714285715	0.6157142857142857
XLM-RoBERTa	Latvian	case_noun	permute	last	0.9214285714285715	0.8707142857142857
XLM-RoBERTa	Latvian	case_noun	prev1	last	0.8099999999999999	0.8542857142857142
XLM-RoBERTa	Latvian	case_noun		first	0.7771428571428572	0.7442857142857143
XLM-RoBERTa	Latvian	case_noun		last	0.9885714285714285	0.9685714285714285
XLM-RoBERTa	Latvian	case_propn	next1	first	0.8471428571428571	0.83
XLM-RoBERTa	Latvian	case_propn	permute	first	0.6164285714285713	0.7064285714285715
XLM-RoBERTa	Latvian	case_propn	permute	last	0.8557142857142858	0.9
XLM-RoBERTa	Latvian	case_propn	prev1	last	0.865	0.8785714285714287
XLM-RoBERTa	Latvian	case_propn		first	0.8128571428571428	0.8528571428571429
XLM-RoBERTa	Latvian	case_propn		last	0.9428571428571428	0.9671428571428571
XLM-RoBERTa	Latvian	definite_adj	next1	first	0.8714285714285713	0.8564285714285714
XLM-RoBERTa	Latvian	definite_adj	permute	first	0.7685714285714286	0.7435714285714285
XLM-RoBERTa	Latvian	definite_adj	permute	last	0.9435714285714285	0.9214285714285715
XLM-RoBERTa	Latvian	definite_adj	prev1	last	0.8364285714285714	0.8528571428571429
XLM-RoBERTa	Latvian	definite_adj		first	0.8257142857142856	0.7635714285714286
XLM-RoBERTa	Latvian	definite_adj		last	0.9735714285714285	0.9407142857142857
XLM-RoBERTa	Latvian	definite_verb	next1	first	0.9328571428571429	0.8721428571428572
XLM-RoBERTa	Latvian	definite_verb	permute	first	0.8721428571428572	0.8414285714285714
XLM-RoBERTa	Latvian	definite_verb	permute	last	0.9742857142857143	0.9521428571428572
XLM-RoBERTa	Latvian	definite_verb	prev1	last	0.9264285714285715	0.9007142857142857
XLM-RoBERTa	Latvian	definite_verb		first	0.9228571428571428	0.8950000000000001
XLM-RoBERTa	Latvian	definite_verb		last	0.985	0.9628571428571429
XLM-RoBERTa	Latvian	gender_adj	next1	first	0.7585714285714287	0.7142857142857143
XLM-RoBERTa	Latvian	gender_adj	permute	first	0.6957142857142857	0.6928571428571428
XLM-RoBERTa	Latvian	gender_adj	permute	last	0.8435714285714285	0.835
XLM-RoBERTa	Latvian	gender_adj	prev1	last	0.7528571428571428	0.7535714285714287
XLM-RoBERTa	Latvian	gender_adj		first	0.6907142857142857	0.7157142857142856
XLM-RoBERTa	Latvian	gender_adj		last	0.8792857142857143	0.8642857142857142
XLM-RoBERTa	Latvian	gender_noun	next1	first	0.8614285714285714	0.8035714285714286
XLM-RoBERTa	Latvian	gender_noun	permute	first	0.8114285714285714	0.8150000000000001
XLM-RoBERTa	Latvian	gender_noun	permute	last	0.9107142857142857	0.8514285714285714
XLM-RoBERTa	Latvian	gender_noun	prev1	last	0.8928571428571429	0.8557142857142858
XLM-RoBERTa	Latvian	gender_noun		first	0.8564285714285714	0.8135714285714286
XLM-RoBERTa	Latvian	gender_noun		last	0.937857142857143	0.8828571428571428
XLM-RoBERTa	Latvian	gender_propn	next1	first	0.8678571428571429	0.8071428571428572
XLM-RoBERTa	Latvian	gender_propn	permute	first	0.8214285714285714	0.7442857142857143
XLM-RoBERTa	Latvian	gender_propn	permute	last	0.8207142857142857	0.8221428571428572
XLM-RoBERTa	Latvian	gender_propn	prev1	last	0.8314285714285713	0.8092857142857143
XLM-RoBERTa	Latvian	gender_propn		first	0.8764285714285714	0.7935714285714287
XLM-RoBERTa	Latvian	gender_propn		last	0.9064285714285715	0.8871428571428571
XLM-RoBERTa	Latvian	gender_verb	next1	first	0.7978571428571428	0.7657142857142858
XLM-RoBERTa	Latvian	gender_verb	permute	first	0.74	0.7571428571428571
XLM-RoBERTa	Latvian	gender_verb	permute	last	0.9285714285714286	0.937142857142857
XLM-RoBERTa	Latvian	gender_verb	prev1	last	0.7314285714285714	0.7764285714285715
XLM-RoBERTa	Latvian	gender_verb		first	0.7464285714285713	0.7571428571428571
XLM-RoBERTa	Latvian	gender_verb		last	0.96	0.9621428571428571
XLM-RoBERTa	Latvian	number_adj	next1	first	0.8714285714285713	0.8635714285714285
XLM-RoBERTa	Latvian	number_adj	permute	first	0.7857142857142857	0.7721428571428571
XLM-RoBERTa	Latvian	number_adj	permute	last	0.9221428571428572	0.9028571428571429
XLM-RoBERTa	Latvian	number_adj	prev1	last	0.8828571428571428	0.8150000000000001
XLM-RoBERTa	Latvian	number_adj		first	0.84	0.8771428571428571
XLM-RoBERTa	Latvian	number_adj		last	0.975	0.9528571428571428
XLM-RoBERTa	Latvian	number_verb	next1	first	0.8657142857142857	0.7957142857142857
XLM-RoBERTa	Latvian	number_verb	permute	first	0.8135714285714286	0.8021428571428572
XLM-RoBERTa	Latvian	number_verb	permute	last	0.9228571428571428	0.8957142857142858
XLM-RoBERTa	Latvian	number_verb	prev1	last	0.8592857142857142	0.8407142857142856
XLM-RoBERTa	Latvian	number_verb		first	0.8385714285714286	0.8292857142857143
XLM-RoBERTa	Latvian	number_verb		last	0.9621428571428571	0.9192857142857144
XLM-RoBERTa	Latvian	person_verb	next1	first	0.8272921108742004	0.7995735607675906
XLM-RoBERTa	Latvian	person_verb	permute	first	0.7810945273631841	0.7405828002842928
XLM-RoBERTa	Latvian	person_verb	permute	last	0.9538024164889837	0.8791755508173419
XLM-RoBERTa	Latvian	person_verb	prev1	last	0.8933901918976546	0.8486140724946695
XLM-RoBERTa	Latvian	person_verb		first	0.8805970149253731	0.812366737739872
XLM-RoBERTa	Latvian	person_verb		last	0.9509594882729211	0.8941009239516703
XLM-RoBERTa	Latvian	polarity_verb	next1	first	0.9578571428571429	0.9757142857142858
XLM-RoBERTa	Latvian	polarity_verb	permute	first	0.9928571428571429	0.9885714285714285
XLM-RoBERTa	Latvian	polarity_verb	permute	last	0.9371428571428572	0.9278571428571428
XLM-RoBERTa	Latvian	polarity_verb	prev1	last	0.945	0.9707142857142858
XLM-RoBERTa	Latvian	polarity_verb		first	0.9971428571428572	0.99
XLM-RoBERTa	Latvian	polarity_verb		last	0.9257142857142858	0.9542857142857143
XLM-RoBERTa	Latvian	tense_verb	next1	first	0.8294243070362474	0.814498933901919
XLM-RoBERTa	Latvian	tense_verb	permute	first	0.7661691542288558	0.7348969438521677
XLM-RoBERTa	Latvian	tense_verb	permute	last	0.9182658137882019	0.8706467661691543
XLM-RoBERTa	Latvian	tense_verb	prev1	last	0.8656716417910448	0.837953091684435
XLM-RoBERTa	Latvian	tense_verb		first	0.8081023454157783	0.7555081734186212
XLM-RoBERTa	Latvian	tense_verb		last	0.945273631840796	0.900497512437811
XLM-RoBERTa	Latvian	verbform_verb	next1	first	0.8992857142857142	0.8757142857142857
XLM-RoBERTa	Latvian	verbform_verb	permute	first	0.8492857142857143	0.8714285714285713
XLM-RoBERTa	Latvian	verbform_verb	permute	last	0.9285714285714286	0.9442857142857142
XLM-RoBERTa	Latvian	verbform_verb	prev1	last	0.8778571428571428	0.9121428571428571
XLM-RoBERTa	Latvian	verbform_verb		first	0.915	0.9235714285714286
XLM-RoBERTa	Latvian	verbform_verb		last	0.9642857142857143	0.975
XLM-RoBERTa	Latvian	voice_verb	next1	first	0.9907142857142857	0.9542857142857143
XLM-RoBERTa	Latvian	voice_verb	permute	first	0.9171428571428571	0.9271428571428572
XLM-RoBERTa	Latvian	voice_verb	permute	last	0.9607142857142856	0.9714285714285714
XLM-RoBERTa	Latvian	voice_verb	prev1	last	0.985	0.9735714285714285
XLM-RoBERTa	Latvian	voice_verb		first	0.9885714285714285	0.9607142857142856
XLM-RoBERTa	Latvian	voice_verb		last	0.9892857142857142	1.0
XLM-RoBERTa	Lithuanian	case_noun	next1	first	0.8368347338935574	0.8438375350140056
XLM-RoBERTa	Lithuanian	case_noun	permute	first	0.6967787114845939	0.7177871148459384
XLM-RoBERTa	Lithuanian	case_noun	permute	last	0.9250700280112045	0.9320728291316527
XLM-RoBERTa	Lithuanian	case_noun	prev1	last	0.788515406162465	0.8165266106442577
XLM-RoBERTa	Lithuanian	case_noun		first	0.7899159663865546	0.7689075630252101
XLM-RoBERTa	Lithuanian	case_noun		last	0.9712885154061625	0.9698879551820728
XLM-RoBERTa	Lithuanian	gender_noun	next1	first	0.9357142857142857	0.8578571428571429
XLM-RoBERTa	Lithuanian	gender_noun	permute	first	0.8657142857142857	0.8564285714285714
XLM-RoBERTa	Lithuanian	gender_noun	permute	last	0.9450000000000001	0.9064285714285715
XLM-RoBERTa	Lithuanian	gender_noun	prev1	last	0.9421428571428571	0.8971428571428571
XLM-RoBERTa	Lithuanian	gender_noun		first	0.9078571428571429	0.8857142857142858
XLM-RoBERTa	Lithuanian	gender_noun		last	0.965	0.9128571428571429
XLM-RoBERTa	Lithuanian	number_noun	next1	first	0.9371428571428572	0.9450000000000001
XLM-RoBERTa	Lithuanian	number_noun	permute	first	0.8428571428571427	0.8921428571428571
XLM-RoBERTa	Lithuanian	number_noun	permute	last	0.9299999999999999	0.9342857142857143
XLM-RoBERTa	Lithuanian	number_noun	prev1	last	0.9321428571428572	0.9407142857142857
XLM-RoBERTa	Lithuanian	number_noun		first	0.9142857142857144	0.9257142857142858
XLM-RoBERTa	Lithuanian	number_noun		last	0.9828571428571429	0.965
XLM-RoBERTa	Lithuanian	number_verb	next1	first	0.8021428571428572	0.7878571428571429
XLM-RoBERTa	Lithuanian	number_verb	permute	first	0.6985714285714285	0.6857142857142857
XLM-RoBERTa	Lithuanian	number_verb	permute	last	0.8157142857142857	0.85
XLM-RoBERTa	Lithuanian	number_verb	prev1	last	0.8107142857142857	0.6921428571428571
XLM-RoBERTa	Lithuanian	number_verb		first	0.7985714285714286	0.7214285714285714
XLM-RoBERTa	Lithuanian	number_verb		last	0.9292857142857144	0.9185714285714287
XLM-RoBERTa	Norwegian_Bokmal	definite_adj	next1	first	0.9014285714285715	0.9021428571428572
XLM-RoBERTa	Norwegian_Bokmal	definite_adj	permute	first	0.8007142857142858	0.8328571428571429
XLM-RoBERTa	Norwegian_Bokmal	definite_adj	permute	last	0.9714285714285714	0.9721428571428571
XLM-RoBERTa	Norwegian_Bokmal	definite_adj	prev1	last	0.9321428571428572	0.9621428571428571
XLM-RoBERTa	Norwegian_Bokmal	definite_adj		first	0.9392857142857143	0.9342857142857143
XLM-RoBERTa	Norwegian_Bokmal	definite_adj		last	0.99	0.9735714285714285
XLM-RoBERTa	Norwegian_Bokmal	definite_noun	next1	first	0.8878571428571428	0.8628571428571429
XLM-RoBERTa	Norwegian_Bokmal	definite_noun	permute	first	0.8807142857142857	0.8564285714285714
XLM-RoBERTa	Norwegian_Bokmal	definite_noun	permute	last	0.9935714285714285	0.9971428571428572
XLM-RoBERTa	Norwegian_Bokmal	definite_noun	prev1	last	0.9542857142857143	0.965
XLM-RoBERTa	Norwegian_Bokmal	definite_noun		first	0.9064285714285715	0.8514285714285714
XLM-RoBERTa	Norwegian_Bokmal	definite_noun		last	0.995	0.9971428571428572
XLM-RoBERTa	Norwegian_Bokmal	gender_noun	next1	first	0.634683724235963	0.6140724946695096
XLM-RoBERTa	Norwegian_Bokmal	gender_noun	permute	first	0.48898365316275766	0.5650319829424307
XLM-RoBERTa	Norwegian_Bokmal	gender_noun	permute	last	0.8216062544420754	0.757640369580668
XLM-RoBERTa	Norwegian_Bokmal	gender_noun	prev1	last	0.7171286425017769	0.673773987206823
XLM-RoBERTa	Norwegian_Bokmal	gender_noun		first	0.5330490405117271	0.5557924662402274
XLM-RoBERTa	Norwegian_Bokmal	gender_noun		last	0.8606965174129354	0.7754086709310589
XLM-RoBERTa	Norwegian_Bokmal	number_adj	next1	first	0.8735714285714286	0.9257142857142858
XLM-RoBERTa	Norwegian_Bokmal	number_adj	permute	first	0.7114285714285715	0.6885714285714286
XLM-RoBERTa	Norwegian_Bokmal	number_adj	permute	last	0.8507142857142858	0.8678571428571429
XLM-RoBERTa	Norwegian_Bokmal	number_adj	prev1	last	0.8392857142857143	0.8764285714285714
XLM-RoBERTa	Norwegian_Bokmal	number_adj		first	0.8514285714285714	0.7985714285714286
XLM-RoBERTa	Norwegian_Bokmal	number_adj		last	0.9807142857142858	0.9778571428571429
XLM-RoBERTa	Norwegian_Bokmal	number_noun	next1	first	0.9164285714285715	0.9214285714285715
XLM-RoBERTa	Norwegian_Bokmal	number_noun	permute	first	0.8307142857142856	0.8564285714285714
XLM-RoBERTa	Norwegian_Bokmal	number_noun	permute	last	0.9578571428571429	0.9592857142857143
XLM-RoBERTa	Norwegian_Bokmal	number_noun	prev1	last	0.945	0.9485714285714285
XLM-RoBERTa	Norwegian_Bokmal	number_noun		first	0.875	0.915
XLM-RoBERTa	Norwegian_Bokmal	number_noun		last	0.9935714285714285	0.9799999999999999
XLM-RoBERTa	Norwegian_Bokmal	tense_verb	next1	first	0.9778571428571429	0.96
XLM-RoBERTa	Norwegian_Bokmal	tense_verb	permute	first	0.9342857142857143	0.937857142857143
XLM-RoBERTa	Norwegian_Bokmal	tense_verb	permute	last	0.9921428571428572	0.9928571428571429
XLM-RoBERTa	Norwegian_Bokmal	tense_verb	prev1	last	0.9514285714285714	0.96
XLM-RoBERTa	Norwegian_Bokmal	tense_verb		first	0.9357142857142858	0.9385714285714286
XLM-RoBERTa	Norwegian_Bokmal	tense_verb		last	0.995	0.995
XLM-RoBERTa	Norwegian_Bokmal	verbform_verb	next1	first	0.9466950959488274	0.9175550817341863
XLM-RoBERTa	Norwegian_Bokmal	verbform_verb	permute	first	0.8258706467661691	0.8095238095238095
XLM-RoBERTa	Norwegian_Bokmal	verbform_verb	permute	last	0.9253731343283583	0.9289267945984364
XLM-RoBERTa	Norwegian_Bokmal	verbform_verb	prev1	last	0.9722814498933902	0.9289267945984364
XLM-RoBERTa	Norwegian_Bokmal	verbform_verb		first	0.9552238805970149	0.9310589907604834
XLM-RoBERTa	Norwegian_Bokmal	verbform_verb		last	0.9950248756218906	0.9950248756218906
XLM-RoBERTa	Norwegian_Nynorsk	definite_adj	next1	first	0.9228571428571428	0.9128571428571429
XLM-RoBERTa	Norwegian_Nynorsk	definite_adj	permute	first	0.7892857142857144	0.8099999999999999
XLM-RoBERTa	Norwegian_Nynorsk	definite_adj	permute	last	0.955	0.9442857142857142
XLM-RoBERTa	Norwegian_Nynorsk	definite_adj	prev1	last	0.9392857142857143	0.9235714285714286
XLM-RoBERTa	Norwegian_Nynorsk	definite_adj		first	0.9471428571428572	0.9421428571428571
XLM-RoBERTa	Norwegian_Nynorsk	definite_adj		last	0.99	0.9821428571428571
XLM-RoBERTa	Norwegian_Nynorsk	definite_noun	next1	first	0.8935714285714286	0.8735714285714286
XLM-RoBERTa	Norwegian_Nynorsk	definite_noun	permute	first	0.79	0.8257142857142856
XLM-RoBERTa	Norwegian_Nynorsk	definite_noun	permute	last	0.9878571428571429	0.9828571428571429
XLM-RoBERTa	Norwegian_Nynorsk	definite_noun	prev1	last	0.9292857142857144	0.9142857142857144
XLM-RoBERTa	Norwegian_Nynorsk	definite_noun		first	0.8871428571428571	0.8571428571428571
XLM-RoBERTa	Norwegian_Nynorsk	definite_noun		last	0.995	0.9764285714285714
XLM-RoBERTa	Norwegian_Nynorsk	gender_noun	next1	first	0.6538734896943852	0.6176261549395878
XLM-RoBERTa	Norwegian_Nynorsk	gender_noun	permute	first	0.5024875621890547	0.5209665955934613
XLM-RoBERTa	Norwegian_Nynorsk	gender_noun	permute	last	0.8486140724946695	0.8351101634683724
XLM-RoBERTa	Norwegian_Nynorsk	gender_noun	prev1	last	0.7668798862828714	0.7604832977967305
XLM-RoBERTa	Norwegian_Nynorsk	gender_noun		first	0.5444207533759773	0.550817341862118
XLM-RoBERTa	Norwegian_Nynorsk	gender_noun		last	0.8727789623312011	0.835820895522388
XLM-RoBERTa	Norwegian_Nynorsk	number_adj	next1	first	0.8464285714285714	0.8371428571428571
XLM-RoBERTa	Norwegian_Nynorsk	number_adj	permute	first	0.745	0.715
XLM-RoBERTa	Norwegian_Nynorsk	number_adj	permute	last	0.9278571428571428	0.8642857142857142
XLM-RoBERTa	Norwegian_Nynorsk	number_adj	prev1	last	0.8221428571428572	0.7971428571428572
XLM-RoBERTa	Norwegian_Nynorsk	number_adj		first	0.8314285714285713	0.8442857142857143
XLM-RoBERTa	Norwegian_Nynorsk	number_adj		last	0.9942857142857143	0.9521428571428572
XLM-RoBERTa	Norwegian_Nynorsk	number_noun	next1	first	0.8414285714285714	0.8671428571428572
XLM-RoBERTa	Norwegian_Nynorsk	number_noun	permute	first	0.7592857142857143	0.7478571428571429
XLM-RoBERTa	Norwegian_Nynorsk	number_noun	permute	last	0.9	0.9271428571428572
XLM-RoBERTa	Norwegian_Nynorsk	number_noun	prev1	last	0.8935714285714286	0.9235714285714286
XLM-RoBERTa	Norwegian_Nynorsk	number_noun		first	0.8492857142857143	0.8085714285714286
XLM-RoBERTa	Norwegian_Nynorsk	number_noun		last	0.9414285714285714	0.9450000000000001
XLM-RoBERTa	Norwegian_Nynorsk	tense_verb	next1	first	0.8778571428571428	0.8364285714285714
XLM-RoBERTa	Norwegian_Nynorsk	tense_verb	permute	first	0.8771428571428571	0.7671428571428571
XLM-RoBERTa	Norwegian_Nynorsk	tense_verb	permute	last	0.9678571428571427	0.9242857142857143
XLM-RoBERTa	Norwegian_Nynorsk	tense_verb	prev1	last	0.8950000000000001	0.8042857142857143
XLM-RoBERTa	Norwegian_Nynorsk	tense_verb		first	0.8771428571428571	0.7700000000000001
XLM-RoBERTa	Norwegian_Nynorsk	tense_verb		last	0.9692857142857143	0.9407142857142857
XLM-RoBERTa	Norwegian_Nynorsk	verbform_verb	next1	first	0.9071428571428573	0.8564321250888415
XLM-RoBERTa	Norwegian_Nynorsk	verbform_verb	permute	first	0.66	0.6410803127221038
XLM-RoBERTa	Norwegian_Nynorsk	verbform_verb	permute	last	0.8535714285714285	0.8052594171997157
XLM-RoBERTa	Norwegian_Nynorsk	verbform_verb	prev1	last	0.8828571428571428	0.8535891968727789
XLM-RoBERTa	Norwegian_Nynorsk	verbform_verb		first	0.9078571428571429	0.8649609097370291
XLM-RoBERTa	Norwegian_Nynorsk	verbform_verb		last	0.9542857142857143	0.9076048329779673
XLM-RoBERTa	Persian	number_noun	next1	first	0.8992857142857142	0.9421428571428571
XLM-RoBERTa	Persian	number_noun	permute	first	0.9349999999999999	0.9435714285714285
XLM-RoBERTa	Persian	number_noun	permute	last	0.9628571428571429	0.9657142857142856
XLM-RoBERTa	Persian	number_noun	prev1	last	0.9607142857142856	0.9485714285714285
XLM-RoBERTa	Persian	number_noun		first	0.9407142857142857	0.9771428571428571
XLM-RoBERTa	Persian	number_noun		last	0.9785714285714285	0.9799999999999999
XLM-RoBERTa	Polish	animacy_adj	next1	first	0.9085714285714286	0.92
XLM-RoBERTa	Polish	animacy_adj	permute	first	0.75	0.8014285714285715
XLM-RoBERTa	Polish	animacy_adj	permute	last	0.8007142857142858	0.8728571428571429
XLM-RoBERTa	Polish	animacy_adj	prev1	last	0.8735714285714286	0.9292857142857143
XLM-RoBERTa	Polish	animacy_adj		first	0.8864285714285715	0.9178571428571429
XLM-RoBERTa	Polish	animacy_adj		last	0.9628571428571429	0.97
XLM-RoBERTa	Polish	animacy_noun	next1	first	0.8514285714285714	0.8308457711442786
XLM-RoBERTa	Polish	animacy_noun	permute	first	0.7892857142857144	0.8095238095238095
XLM-RoBERTa	Polish	animacy_noun	permute	last	0.8085714285714286	0.7981520966595593
XLM-RoBERTa	Polish	animacy_noun	prev1	last	0.8757142857142857	0.7860696517412935
XLM-RoBERTa	Polish	animacy_noun		first	0.85	0.8571428571428571
XLM-RoBERTa	Polish	animacy_noun		last	0.8585714285714285	0.8336886993603411
XLM-RoBERTa	Polish	aspect_adj	next1	first	0.9357142857142857	0.9385714285714286
XLM-RoBERTa	Polish	aspect_adj	permute	first	0.9207142857142857	0.9507142857142856
XLM-RoBERTa	Polish	aspect_adj	permute	last	0.9371428571428572	0.9228571428571428
XLM-RoBERTa	Polish	aspect_adj	prev1	last	0.9678571428571427	0.9678571428571427
XLM-RoBERTa	Polish	aspect_adj		first	0.9364285714285714	0.9585714285714285
XLM-RoBERTa	Polish	aspect_adj		last	0.9421428571428571	0.9242857142857144
XLM-RoBERTa	Polish	aspect_verb	next1	first	0.8807142857142857	0.8535714285714285
XLM-RoBERTa	Polish	aspect_verb	permute	first	0.8707142857142857	0.8192857142857142
XLM-RoBERTa	Polish	aspect_verb	permute	last	0.9014285714285715	0.8928571428571429
XLM-RoBERTa	Polish	aspect_verb	prev1	last	0.87	0.8471428571428571
XLM-RoBERTa	Polish	aspect_verb		first	0.9071428571428573	0.8478571428571428
XLM-RoBERTa	Polish	aspect_verb		last	0.9292857142857144	0.8942857142857142
XLM-RoBERTa	Polish	case_adj	next1	first	0.7657142857142858	0.8164285714285714
XLM-RoBERTa	Polish	case_adj	permute	first	0.6192857142857143	0.5692857142857143
XLM-RoBERTa	Polish	case_adj	permute	last	0.7878571428571429	0.7021428571428572
XLM-RoBERTa	Polish	case_adj	prev1	last	0.7014285714285714	0.7164285714285714
XLM-RoBERTa	Polish	case_adj		first	0.795	0.7642857142857142
XLM-RoBERTa	Polish	case_adj		last	0.975	0.9664285714285714
XLM-RoBERTa	Polish	case_propn	next1	first	0.85997171145686	0.7928571428571429
XLM-RoBERTa	Polish	case_propn	permute	first	0.5551626591230552	0.5485714285714286
XLM-RoBERTa	Polish	case_propn	permute	last	0.7029702970297029	0.6671428571428571
XLM-RoBERTa	Polish	case_propn	prev1	last	0.8189533239038189	0.8078571428571429
XLM-RoBERTa	Polish	case_propn		first	0.8111739745403111	0.8092857142857143
XLM-RoBERTa	Polish	case_propn		last	0.9229137199434231	0.8992857142857142
XLM-RoBERTa	Polish	gender_adj	next1	first	0.5984363894811656	0.5167022032693674
XLM-RoBERTa	Polish	gender_adj	permute	first	0.5429992892679459	0.5458422174840085
XLM-RoBERTa	Polish	gender_adj	permute	last	0.7569296375266524	0.7299218194740583
XLM-RoBERTa	Polish	gender_adj	prev1	last	0.5245202558635395	0.5223880597014926
XLM-RoBERTa	Polish	gender_adj		first	0.5671641791044776	0.5671641791044776
XLM-RoBERTa	Polish	gender_adj		last	0.8038379530916844	0.7562189054726368
XLM-RoBERTa	Polish	gender_noun	next1	first	0.8493248045486851	0.7690120824449183
XLM-RoBERTa	Polish	gender_noun	permute	first	0.7356076759061834	0.7512437810945274
XLM-RoBERTa	Polish	gender_noun	permute	last	0.8756218905472636	0.8450604122245914
XLM-RoBERTa	Polish	gender_noun	prev1	last	0.8635394456289979	0.8059701492537313
XLM-RoBERTa	Polish	gender_noun		first	0.7917555081734186	0.7889125799573561
XLM-RoBERTa	Polish	gender_noun		last	0.9033404406538735	0.8557213930348259
XLM-RoBERTa	Polish	gender_propn	next1	first	0.734186211798152	0.705
XLM-RoBERTa	Polish	gender_propn	permute	first	0.6439232409381663	0.5878571428571429
XLM-RoBERTa	Polish	gender_propn	permute	last	0.6922530206112295	0.6721428571428572
XLM-RoBERTa	Polish	gender_propn	prev1	last	0.7235252309879175	0.6957142857142857
XLM-RoBERTa	Polish	gender_propn		first	0.7292110874200427	0.7364285714285714
XLM-RoBERTa	Polish	gender_propn		last	0.8038379530916845	0.7764285714285715
XLM-RoBERTa	Polish	gender_verb	next1	first	0.689410092395167	0.7114427860696517
XLM-RoBERTa	Polish	gender_verb	permute	first	0.7299218194740583	0.7235252309879175
XLM-RoBERTa	Polish	gender_verb	permute	last	0.9459843638948117	0.945273631840796
XLM-RoBERTa	Polish	gender_verb	prev1	last	0.7683013503909025	0.7675906183368869
XLM-RoBERTa	Polish	gender_verb		first	0.7540867093105899	0.7604832977967307
XLM-RoBERTa	Polish	gender_verb		last	0.9616204690831557	0.9459843638948117
XLM-RoBERTa	Polish	mood_verb	next1	first	0.9828571428571429	0.9528571428571428
XLM-RoBERTa	Polish	mood_verb	permute	first	0.9314285714285715	0.9157142857142857
XLM-RoBERTa	Polish	mood_verb	permute	last	0.99	0.9842857142857142
XLM-RoBERTa	Polish	mood_verb	prev1	last	0.9707142857142858	0.9242857142857144
XLM-RoBERTa	Polish	mood_verb		first	0.9764285714285714	0.9242857142857144
XLM-RoBERTa	Polish	mood_verb		last	0.995	0.985
XLM-RoBERTa	Polish	number_adj	next1	first	0.9378571428571428	0.8842857142857143
XLM-RoBERTa	Polish	number_adj	permute	first	0.8514285714285714	0.8428571428571427
XLM-RoBERTa	Polish	number_adj	permute	last	0.9521428571428572	0.9178571428571429
XLM-RoBERTa	Polish	number_adj	prev1	last	0.9135714285714286	0.88
