model	language	task	perturbation	probing_location	dev_acc	test_acc
XLM-RoBERTa	Afrikaans	number_noun	next1	first	0.8692857142857143	0.7728571428571429
XLM-RoBERTa	Afrikaans	number_noun	permute	first	0.8321428571428572	0.7792857142857142
XLM-RoBERTa	Afrikaans	number_noun	permute	last	0.9657142857142856	0.9671428571428571
XLM-RoBERTa	Afrikaans	number_noun	prev1	last	0.9114285714285714	0.8728571428571429
XLM-RoBERTa	Afrikaans	number_noun		first	0.8957142857142858	0.8250000000000001
XLM-RoBERTa	Afrikaans	number_noun		last	0.9657142857142856	0.9742857142857143
XLM-RoBERTa	Albanian	case_noun	next1	first	0.6835714285714286	0.5914285714285714
XLM-RoBERTa	Albanian	case_noun	permute	first	0.4521428571428571	0.41714285714285715
XLM-RoBERTa	Albanian	case_noun	permute	last	0.5678571428571428	0.5678571428571428
XLM-RoBERTa	Albanian	case_noun	prev1	last	0.6028571428571429	0.5757142857142857
XLM-RoBERTa	Albanian	case_noun		first	0.5985714285714285	0.5657142857142857
XLM-RoBERTa	Albanian	case_noun		last	0.7435714285714285	0.7135714285714286
XLM-RoBERTa	Albanian	case_propn	next1	first	0.8208955223880597	0.7864285714285714
XLM-RoBERTa	Albanian	case_propn	permute	first	0.6744847192608387	0.635
XLM-RoBERTa	Albanian	case_propn	permute	last	0.8557213930348259	0.8071428571428572
XLM-RoBERTa	Albanian	case_propn	prev1	last	0.8493248045486851	0.7885714285714286
XLM-RoBERTa	Albanian	case_propn		first	0.8088130774697939	0.7642857142857142
XLM-RoBERTa	Albanian	case_propn		last	0.8941009239516703	0.84
XLM-RoBERTa	Albanian	definite_noun	next1	first	0.8542857142857142	0.8542857142857142
XLM-RoBERTa	Albanian	definite_noun	permute	first	0.7935714285714287	0.7464285714285713
XLM-RoBERTa	Albanian	definite_noun	permute	last	0.8871428571428571	0.8735714285714286
XLM-RoBERTa	Albanian	definite_noun	prev1	last	0.8764285714285714	0.8442857142857143
XLM-RoBERTa	Albanian	definite_noun		first	0.87	0.8335714285714285
XLM-RoBERTa	Albanian	definite_noun		last	0.9342857142857143	0.9057142857142857
XLM-RoBERTa	Albanian	gender_noun	next1	first	0.8207142857142856	0.7542857142857143
XLM-RoBERTa	Albanian	gender_noun	permute	first	0.7614285714285715	0.6950000000000001
XLM-RoBERTa	Albanian	gender_noun	permute	last	0.8521428571428571	0.8428571428571427
XLM-RoBERTa	Albanian	gender_noun	prev1	last	0.8728571428571429	0.7742857142857142
XLM-RoBERTa	Albanian	gender_noun		first	0.8264285714285714	0.7242857142857143
XLM-RoBERTa	Albanian	gender_noun		last	0.8635714285714285	0.8528571428571429
XLM-RoBERTa	Albanian	gender_propn	next1	first	0.86	0.7328571428571429
XLM-RoBERTa	Albanian	gender_propn	permute	first	0.8057142857142858	0.7164285714285714
XLM-RoBERTa	Albanian	gender_propn	permute	last	0.8828571428571428	0.7978571428571428
XLM-RoBERTa	Albanian	gender_propn	prev1	last	0.8728571428571429	0.7114285714285714
XLM-RoBERTa	Albanian	gender_propn		first	0.8521428571428571	0.7692857142857142
XLM-RoBERTa	Albanian	gender_propn		last	0.9042857142857142	0.8021428571428572
XLM-RoBERTa	Albanian	number_noun	next1	first	0.8885714285714286	0.88
XLM-RoBERTa	Albanian	number_noun	permute	first	0.8035714285714286	0.7985714285714286
XLM-RoBERTa	Albanian	number_noun	permute	last	0.8971428571428571	0.8557142857142858
XLM-RoBERTa	Albanian	number_noun	prev1	last	0.9192857142857144	0.8721428571428572
XLM-RoBERTa	Albanian	number_noun		first	0.865	0.8685714285714285
XLM-RoBERTa	Albanian	number_noun		last	0.9364285714285714	0.9014285714285715
XLM-RoBERTa	Albanian	number_verb	next1	first	0.8307142857142856	0.7892857142857144
XLM-RoBERTa	Albanian	number_verb	permute	first	0.6478571428571429	0.6914285714285714
XLM-RoBERTa	Albanian	number_verb	permute	last	0.9142857142857144	0.9078571428571429
XLM-RoBERTa	Albanian	number_verb	prev1	last	0.755	0.7814285714285715
XLM-RoBERTa	Albanian	number_verb		first	0.7135714285714286	0.6900000000000001
XLM-RoBERTa	Albanian	number_verb		last	0.9257142857142858	0.9121428571428571
XLM-RoBERTa	Arabic	aspect_verb	next1	first	0.965	0.9457142857142856
XLM-RoBERTa	Arabic	aspect_verb	permute	first	0.9471428571428572	0.9478571428571428
XLM-RoBERTa	Arabic	aspect_verb	permute	last	0.9192857142857144	0.9299999999999999
XLM-RoBERTa	Arabic	aspect_verb	prev1	last	0.9507142857142856	0.9421428571428571
XLM-RoBERTa	Arabic	aspect_verb		first	0.9614285714285714	0.9707142857142858
XLM-RoBERTa	Arabic	aspect_verb		last	0.945	0.975
XLM-RoBERTa	Arabic	case_adj	next1	first	0.6858564321250888	0.634683724235963
XLM-RoBERTa	Arabic	case_adj	permute	first	0.5856432125088842	0.5124378109452736
XLM-RoBERTa	Arabic	case_adj	permute	last	0.5721393034825871	0.5849324804548685
XLM-RoBERTa	Arabic	case_adj	prev1	last	0.6872778962331202	0.6332622601279317
XLM-RoBERTa	Arabic	case_adj		first	0.7718550106609808	0.6560056858564322
XLM-RoBERTa	Arabic	case_adj		last	0.8052594171997157	0.7299218194740583
XLM-RoBERTa	Arabic	case_noun	next1	first	0.720682302771855	0.6936744847192609
XLM-RoBERTa	Arabic	case_noun	permute	first	0.5216773276474769	0.457000710732054
XLM-RoBERTa	Arabic	case_noun	permute	last	0.5792466240227434	0.5152807391613362
XLM-RoBERTa	Arabic	case_noun	prev1	last	0.7157071783937455	0.6936744847192609
XLM-RoBERTa	Arabic	case_noun		first	0.806680881307747	0.810234541577825
XLM-RoBERTa	Arabic	case_noun		last	0.7867803837953092	0.7917555081734186
XLM-RoBERTa	Arabic	definite_noun	next1	first	0.9132906894100924	0.8415067519545131
XLM-RoBERTa	Arabic	definite_noun	permute	first	0.7711442786069652	0.6830135039090263
XLM-RoBERTa	Arabic	definite_noun	permute	last	0.8017057569296375	0.7768301350390903
XLM-RoBERTa	Arabic	definite_noun	prev1	last	0.9225302061122956	0.8564321250888415
XLM-RoBERTa	Arabic	definite_noun		first	0.945273631840796	0.8535891968727789
XLM-RoBERTa	Arabic	definite_noun		last	0.9609097370291401	0.8749111584932481
XLM-RoBERTa	Arabic	gender_adj	next1	first	0.9328571428571429	0.9057142857142857
XLM-RoBERTa	Arabic	gender_adj	permute	first	0.8692857142857143	0.8842857142857143
XLM-RoBERTa	Arabic	gender_adj	permute	last	0.9885714285714285	0.975
XLM-RoBERTa	Arabic	gender_adj	prev1	last	0.8950000000000001	0.9207142857142857
XLM-RoBERTa	Arabic	gender_adj		first	0.8864285714285715	0.8771428571428571
XLM-RoBERTa	Arabic	gender_adj		last	0.995	0.975
XLM-RoBERTa	Arabic	gender_verb	next1	first	0.9064285714285715	0.8528571428571429
XLM-RoBERTa	Arabic	gender_verb	permute	first	0.9107142857142857	0.9135714285714286
XLM-RoBERTa	Arabic	gender_verb	permute	last	0.8935714285714286	0.8807142857142857
XLM-RoBERTa	Arabic	gender_verb	prev1	last	0.92	0.89
XLM-RoBERTa	Arabic	gender_verb		first	0.9528571428571428	0.9385714285714286
XLM-RoBERTa	Arabic	gender_verb		last	0.9364285714285714	0.8928571428571429
XLM-RoBERTa	Armenian	animacy_noun	next1	first	0.9007142857142857	0.9392857142857143
XLM-RoBERTa	Armenian	animacy_noun	permute	first	0.8549999999999999	0.8864285714285715
XLM-RoBERTa	Armenian	animacy_noun	permute	last	0.8907142857142858	0.905
XLM-RoBERTa	Armenian	animacy_noun	prev1	last	0.9064285714285715	0.9228571428571428
XLM-RoBERTa	Armenian	animacy_noun		first	0.9242857142857144	0.9328571428571429
XLM-RoBERTa	Armenian	animacy_noun		last	0.9135714285714286	0.9442857142857142
XLM-RoBERTa	Armenian	definite_noun	next1	first	0.8842857142857143	0.8835714285714287
XLM-RoBERTa	Armenian	definite_noun	permute	first	0.8464285714285714	0.8378571428571429
XLM-RoBERTa	Armenian	definite_noun	permute	last	0.9971428571428571	0.9907142857142857
XLM-RoBERTa	Armenian	definite_noun	prev1	last	0.93	0.9171428571428571
XLM-RoBERTa	Armenian	definite_noun		first	0.8478571428571428	0.8357142857142856
XLM-RoBERTa	Armenian	definite_noun		last	1.0	0.9928571428571429
XLM-RoBERTa	Armenian	subcat_verb	next1	first	0.87	0.8435714285714285
XLM-RoBERTa	Armenian	subcat_verb	permute	first	0.8628571428571429	0.845
XLM-RoBERTa	Armenian	subcat_verb	permute	last	0.8885714285714286	0.8464285714285714
XLM-RoBERTa	Armenian	subcat_verb	prev1	last	0.9142857142857144	0.8792857142857143
XLM-RoBERTa	Armenian	subcat_verb		first	0.9007142857142857	0.8821428571428571
XLM-RoBERTa	Armenian	subcat_verb		last	0.9264285714285715	0.885
XLM-RoBERTa	Basque	case_noun	next1	first	0.6807928913192072	0.7286397812713602
XLM-RoBERTa	Basque	case_noun	permute	first	0.4818865345181135	0.5454545454545455
XLM-RoBERTa	Basque	case_noun	permute	last	0.9207108680792891	0.9309637730690363
XLM-RoBERTa	Basque	case_noun	prev1	last	0.7320574162679426	0.7040328092959671
XLM-RoBERTa	Basque	case_noun		first	0.5584415584415584	0.5775803144224196
XLM-RoBERTa	Basque	case_noun		last	0.9678742310321257	0.9514695830485305
XLM-RoBERTa	Basque	definite_noun	next1	first	0.8364285714285714	0.8128571428571428
XLM-RoBERTa	Basque	definite_noun	permute	first	0.6835714285714286	0.6971428571428572
XLM-RoBERTa	Basque	definite_noun	permute	last	0.8485714285714285	0.8085714285714286
XLM-RoBERTa	Basque	definite_noun	prev1	last	0.8064285714285715	0.7864285714285714
XLM-RoBERTa	Basque	definite_noun		first	0.7935714285714287	0.7585714285714287
XLM-RoBERTa	Basque	definite_noun		last	0.8907142857142858	0.8385714285714286
XLM-RoBERTa	Basque	number_noun	next1	first	0.8792857142857143	0.9064285714285715
XLM-RoBERTa	Basque	number_noun	permute	first	0.7957142857142857	0.8664285714285713
XLM-RoBERTa	Basque	number_noun	permute	last	0.9	0.9385714285714286
XLM-RoBERTa	Basque	number_noun	prev1	last	0.89	0.9242857142857144
XLM-RoBERTa	Basque	number_noun		first	0.8757142857142857	0.8985714285714286
XLM-RoBERTa	Basque	number_noun		last	0.9392857142857142	0.9542857142857143
XLM-RoBERTa	Bulgarian	aspect_verb	next1	first	0.875	0.8578571428571429
XLM-RoBERTa	Bulgarian	aspect_verb	permute	first	0.86	0.8492857142857143
XLM-RoBERTa	Bulgarian	aspect_verb	permute	last	0.8857142857142858	0.8914285714285715
XLM-RoBERTa	Bulgarian	aspect_verb	prev1	last	0.8921428571428571	0.8885714285714286
XLM-RoBERTa	Bulgarian	aspect_verb		first	0.9057142857142857	0.8771428571428571
XLM-RoBERTa	Bulgarian	aspect_verb		last	0.9257142857142858	0.9292857142857144
XLM-RoBERTa	Bulgarian	definite_adj	next1	first	0.9507142857142856	0.9157142857142857
XLM-RoBERTa	Bulgarian	definite_adj	permute	first	0.9207142857142857	0.9064285714285714
XLM-RoBERTa	Bulgarian	definite_adj	permute	last	0.9914285714285713	0.9935714285714285
XLM-RoBERTa	Bulgarian	definite_adj	prev1	last	0.9400000000000001	0.955
XLM-RoBERTa	Bulgarian	definite_adj		first	0.9314285714285715	0.9321428571428572
XLM-RoBERTa	Bulgarian	definite_adj		last	0.995	0.995
XLM-RoBERTa	Bulgarian	definite_noun	next1	first	0.9299999999999999	0.8864285714285715
XLM-RoBERTa	Bulgarian	definite_noun	permute	first	0.8814285714285715	0.89
XLM-RoBERTa	Bulgarian	definite_noun	permute	last	0.975	0.975
XLM-RoBERTa	Bulgarian	definite_noun	prev1	last	0.9299999999999999	0.9107142857142857
XLM-RoBERTa	Bulgarian	definite_noun		first	0.9385714285714286	0.905
XLM-RoBERTa	Bulgarian	definite_noun		last	0.99	0.9885714285714285
XLM-RoBERTa	Bulgarian	gender_adj	next1	first	0.8287135749822317	0.8073916133617626
XLM-RoBERTa	Bulgarian	gender_adj	permute	first	0.7526652452025587	0.7391613361762616
XLM-RoBERTa	Bulgarian	gender_adj	permute	last	0.997867803837953	1.0
XLM-RoBERTa	Bulgarian	gender_adj	prev1	last	0.7135749822316987	0.7434257285003554
XLM-RoBERTa	Bulgarian	gender_adj		first	0.7192608386638237	0.7476901208244492
XLM-RoBERTa	Bulgarian	gender_adj		last	1.0	1.0
XLM-RoBERTa	Bulgarian	gender_noun	next1	first	0.8635394456289979	0.84363894811656
XLM-RoBERTa	Bulgarian	gender_noun	permute	first	0.7924662402274343	0.8081023454157783
XLM-RoBERTa	Bulgarian	gender_noun	permute	last	0.8990760483297796	0.9154228855721394
XLM-RoBERTa	Bulgarian	gender_noun	prev1	last	0.8258706467661691	0.8336886993603411
XLM-RoBERTa	Bulgarian	gender_noun		first	0.820184790334044	0.8500355366027008
XLM-RoBERTa	Bulgarian	gender_noun		last	0.931769722814499	0.941719971570718
XLM-RoBERTa	Bulgarian	number_adj	next1	first	0.9435714285714285	0.9428571428571428
XLM-RoBERTa	Bulgarian	number_adj	permute	first	0.9071428571428573	0.8935714285714286
XLM-RoBERTa	Bulgarian	number_adj	permute	last	0.9885714285714285	0.9799999999999999
XLM-RoBERTa	Bulgarian	number_adj	prev1	last	0.9535714285714285	0.9114285714285714
XLM-RoBERTa	Bulgarian	number_adj		first	0.9450000000000001	0.9157142857142857
XLM-RoBERTa	Bulgarian	number_adj		last	0.995	0.9814285714285714
XLM-RoBERTa	Bulgarian	number_verb	next1	first	0.8742857142857143	0.9478571428571428
XLM-RoBERTa	Bulgarian	number_verb	permute	first	0.8714285714285713	0.8921428571428571
XLM-RoBERTa	Bulgarian	number_verb	permute	last	0.9857142857142858	0.9985714285714286
XLM-RoBERTa	Bulgarian	number_verb	prev1	last	0.8842857142857143	0.8871428571428571
XLM-RoBERTa	Bulgarian	number_verb		first	0.8814285714285715	0.9014285714285715
XLM-RoBERTa	Bulgarian	number_verb		last	0.99	1.0
XLM-RoBERTa	Bulgarian	person_verb	next1	first	0.8878571428571428	0.914001421464108
XLM-RoBERTa	Bulgarian	person_verb	permute	first	0.8685714285714285	0.8578535891968728
XLM-RoBERTa	Bulgarian	person_verb	permute	last	0.965	0.9637526652452025
XLM-RoBERTa	Bulgarian	person_verb	prev1	last	0.9107142857142857	0.92181947405828
XLM-RoBERTa	Bulgarian	person_verb		first	0.9221428571428572	0.923951670220327
XLM-RoBERTa	Bulgarian	person_verb		last	0.975	0.9729921819474059
XLM-RoBERTa	Bulgarian	tense_verb	next1	first	0.8928571428571429	0.828002842928216
XLM-RoBERTa	Bulgarian	tense_verb	permute	first	0.835	0.7604832977967307
XLM-RoBERTa	Bulgarian	tense_verb	permute	last	0.8814285714285715	0.8827292110874201
XLM-RoBERTa	Bulgarian	tense_verb	prev1	last	0.8921428571428571	0.88272921108742
XLM-RoBERTa	Bulgarian	tense_verb		first	0.8857142857142858	0.8052594171997157
XLM-RoBERTa	Bulgarian	tense_verb		last	0.9328571428571429	0.916133617626155
XLM-RoBERTa	Bulgarian	verbform_verb	next1	first	0.9278571428571428	0.9442857142857142
XLM-RoBERTa	Bulgarian	verbform_verb	permute	first	0.9007142857142857	0.9035714285714286
XLM-RoBERTa	Bulgarian	verbform_verb	permute	last	0.9885714285714285	0.9842857142857142
XLM-RoBERTa	Bulgarian	verbform_verb	prev1	last	0.9464285714285714	0.9314285714285715
XLM-RoBERTa	Bulgarian	verbform_verb		first	0.905	0.9035714285714286
XLM-RoBERTa	Bulgarian	verbform_verb		last	0.995	0.9935714285714285
XLM-RoBERTa	Bulgarian	voice_verb	next1	first	0.995	0.9742857142857143
XLM-RoBERTa	Bulgarian	voice_verb	permute	first	0.9764285714285714	0.965
XLM-RoBERTa	Bulgarian	voice_verb	permute	last	0.9878571428571429	0.9885714285714285
XLM-RoBERTa	Bulgarian	voice_verb	prev1	last	0.9935714285714285	0.995
XLM-RoBERTa	Bulgarian	voice_verb		first	0.9964285714285713	0.9885714285714285
XLM-RoBERTa	Bulgarian	voice_verb		last	1.0	0.9971428571428572
XLM-RoBERTa	Catalan	gender_adj	next1	first	0.8585714285714285	0.8892857142857142
XLM-RoBERTa	Catalan	gender_adj	permute	first	0.8021428571428572	0.7928571428571428
XLM-RoBERTa	Catalan	gender_adj	permute	last	0.9964285714285713	0.9942857142857143
XLM-RoBERTa	Catalan	gender_adj	prev1	last	0.8978571428571429	0.8464285714285714
XLM-RoBERTa	Catalan	gender_adj		first	0.8164285714285714	0.8264285714285714
XLM-RoBERTa	Catalan	gender_adj		last	1.0	0.9942857142857143
XLM-RoBERTa	Catalan	gender_noun	next1	first	0.9278571428571428	0.9207142857142857
XLM-RoBERTa	Catalan	gender_noun	permute	first	0.8507142857142858	0.8707142857142857
XLM-RoBERTa	Catalan	gender_noun	permute	last	0.9435714285714285	0.9457142857142857
XLM-RoBERTa	Catalan	gender_noun	prev1	last	0.9628571428571429	0.9349999999999999
XLM-RoBERTa	Catalan	gender_noun		first	0.9571428571428571	0.9635714285714286
XLM-RoBERTa	Catalan	gender_noun		last	0.9771428571428571	0.9614285714285714
XLM-RoBERTa	Catalan	mood_verb	next1	first	0.9357142857142857	0.9349999999999999
XLM-RoBERTa	Catalan	mood_verb	permute	first	0.885	0.8878571428571428
XLM-RoBERTa	Catalan	mood_verb	permute	last	0.9842857142857142	0.9857142857142858
XLM-RoBERTa	Catalan	mood_verb	prev1	last	0.9378571428571428	0.9264285714285715
XLM-RoBERTa	Catalan	mood_verb		first	0.9428571428571428	0.9278571428571428
XLM-RoBERTa	Catalan	mood_verb		last	0.995	0.9878571428571429
XLM-RoBERTa	Catalan	number_adj	next1	first	0.9707142857142858	0.9507142857142856
XLM-RoBERTa	Catalan	number_adj	permute	first	0.9578571428571429	0.9542857142857143
XLM-RoBERTa	Catalan	number_adj	permute	last	0.9985714285714286	0.9914285714285713
XLM-RoBERTa	Catalan	number_adj	prev1	last	0.9657142857142856	0.9807142857142858
XLM-RoBERTa	Catalan	number_adj		first	0.9864285714285714	0.9357142857142857
XLM-RoBERTa	Catalan	number_adj		last	1.0	0.995
XLM-RoBERTa	Catalan	number_noun	next1	first	0.9835714285714285	0.9664285714285714
XLM-RoBERTa	Catalan	number_noun	permute	first	0.965	0.9271428571428572
XLM-RoBERTa	Catalan	number_noun	permute	last	0.9978571428571428	0.9892857142857142
XLM-RoBERTa	Catalan	number_noun	prev1	last	0.975	0.9678571428571427
XLM-RoBERTa	Catalan	number_noun		first	0.9864285714285714	0.985
XLM-RoBERTa	Catalan	number_noun		last	1.0	0.995
XLM-RoBERTa	Catalan	number_verb	next1	first	0.9221428571428572	0.9592857142857143
XLM-RoBERTa	Catalan	number_verb	permute	first	0.8914285714285715	0.9142857142857144
XLM-RoBERTa	Catalan	number_verb	permute	last	0.9885714285714285	0.99
XLM-RoBERTa	Catalan	number_verb	prev1	last	0.9	0.9285714285714286
XLM-RoBERTa	Catalan	number_verb		first	0.9271428571428572	0.9342857142857143
XLM-RoBERTa	Catalan	number_verb		last	0.99	0.9928571428571429
XLM-RoBERTa	Catalan	tense_verb	next1	first	0.8928571428571429	0.9314285714285715
XLM-RoBERTa	Catalan	tense_verb	permute	first	0.8285714285714285	0.8614285714285714
XLM-RoBERTa	Catalan	tense_verb	permute	last	0.9628571428571429	0.97
XLM-RoBERTa	Catalan	tense_verb	prev1	last	0.9342857142857143	0.9042857142857142
XLM-RoBERTa	Catalan	tense_verb		first	0.9007142857142857	0.8642857142857142
XLM-RoBERTa	Catalan	tense_verb		last	0.9799999999999999	0.9692857142857143
XLM-RoBERTa	Catalan	verbform_verb	next1	first	0.9080622347949081	0.9151343705799152
XLM-RoBERTa	Catalan	verbform_verb	permute	first	0.9101838755304101	0.9144271570014144
XLM-RoBERTa	Catalan	verbform_verb	permute	last	0.9950495049504952	0.9936350777934936
XLM-RoBERTa	Catalan	verbform_verb	prev1	last	0.9603960396039604	0.9589816124469589
XLM-RoBERTa	Catalan	verbform_verb		first	0.9405940594059405	0.9321074964639322
XLM-RoBERTa	Catalan	verbform_verb		last	1.0	1.0
XLM-RoBERTa	Croatian	case_adj	next1	first	0.7914285714285715	0.7906647807637908
XLM-RoBERTa	Croatian	case_adj	permute	first	0.5385714285714286	0.5247524752475248
XLM-RoBERTa	Croatian	case_adj	permute	last	0.7178571428571427	0.729137199434229
XLM-RoBERTa	Croatian	case_adj	prev1	last	0.7492857142857143	0.770862800565771
XLM-RoBERTa	Croatian	case_adj		first	0.7221428571428571	0.7454031117397454
XLM-RoBERTa	Croatian	case_adj		last	0.9285714285714286	0.9639321074964639
XLM-RoBERTa	Croatian	case_noun	next1	first	0.8451794510907812	0.8088235294117647
XLM-RoBERTa	Croatian	case_noun	permute	first	0.5193525686136524	0.49089635854341734
XLM-RoBERTa	Croatian	case_noun	permute	last	0.7621393384940183	0.7275910364145658
XLM-RoBERTa	Croatian	case_noun	prev1	last	0.7311752287121746	0.65406162464986
XLM-RoBERTa	Croatian	case_noun		first	0.7424349049964813	0.6981792717086834
XLM-RoBERTa	Croatian	case_noun		last	0.9634060520760028	0.9159663865546219
XLM-RoBERTa	Croatian	definite_adj	next1	first	0.9078571428571429	0.89
XLM-RoBERTa	Croatian	definite_adj	permute	first	0.8392857142857143	0.8221428571428572
XLM-RoBERTa	Croatian	definite_adj	permute	last	0.9771428571428571	0.9842857142857142
XLM-RoBERTa	Croatian	definite_adj	prev1	last	0.8964285714285715	0.8621428571428572
XLM-RoBERTa	Croatian	definite_adj		first	0.8942857142857142	0.8314285714285713
XLM-RoBERTa	Croatian	definite_adj		last	0.9864285714285714	0.9942857142857143
XLM-RoBERTa	Croatian	gender_adj	next1	first	0.6474769012082445	0.5614783226723525
XLM-RoBERTa	Croatian	gender_adj	permute	first	0.4989339019189765	0.4498933901918976
XLM-RoBERTa	Croatian	gender_adj	permute	last	0.7398720682302772	0.6851457000710732
XLM-RoBERTa	Croatian	gender_adj	prev1	last	0.5088841506751954	0.48116560056858565
XLM-RoBERTa	Croatian	gender_adj		first	0.5330490405117271	0.45984363894811653
XLM-RoBERTa	Croatian	gender_adj		last	0.8614072494669509	0.7626154939587775
XLM-RoBERTa	Croatian	gender_noun	next1	first	0.8628287135749823	0.7867803837953092
XLM-RoBERTa	Croatian	gender_noun	permute	first	0.8052594171997157	0.7704335465529495
XLM-RoBERTa	Croatian	gender_noun	permute	last	0.900497512437811	0.8486140724946695
XLM-RoBERTa	Croatian	gender_noun	prev1	last	0.8777540867093105	0.8336886993603411
XLM-RoBERTa	Croatian	gender_noun		first	0.8557213930348259	0.8194740582800284
XLM-RoBERTa	Croatian	gender_noun		last	0.9360341151385928	0.9047619047619048
XLM-RoBERTa	Croatian	number_adj	next1	first	0.9207142857142857	0.89
XLM-RoBERTa	Croatian	number_adj	permute	first	0.7021428571428572	0.7478571428571429
XLM-RoBERTa	Croatian	number_adj	permute	last	0.8421428571428571	0.8892857142857142
XLM-RoBERTa	Croatian	number_adj	prev1	last	0.8671428571428572	0.8535714285714285
XLM-RoBERTa	Croatian	number_adj		first	0.8771428571428571	0.9057142857142857
XLM-RoBERTa	Croatian	number_adj		last	0.995	0.9771428571428571
XLM-RoBERTa	Croatian	number_noun	next1	first	0.9428571428571428	0.9507142857142856
XLM-RoBERTa	Croatian	number_noun	permute	first	0.8214285714285714	0.8357142857142856
XLM-RoBERTa	Croatian	number_noun	permute	last	0.8714285714285713	0.885
XLM-RoBERTa	Croatian	number_noun	prev1	last	0.9364285714285714	0.9392857142857143
XLM-RoBERTa	Croatian	number_noun		first	0.92	0.9214285714285715
XLM-RoBERTa	Croatian	number_noun		last	0.975	0.9714285714285714
XLM-RoBERTa	Croatian	number_verb	next1	first	0.9221428571428572	0.8842857142857143
XLM-RoBERTa	Croatian	number_verb	permute	first	0.8057142857142858	0.8164285714285714
XLM-RoBERTa	Croatian	number_verb	permute	last	0.9807142857142858	0.9771428571428571
XLM-RoBERTa	Croatian	number_verb	prev1	last	0.9064285714285715	0.8378571428571429
XLM-RoBERTa	Croatian	number_verb		first	0.9057142857142857	0.89
XLM-RoBERTa	Croatian	number_verb		last	0.995	0.9942857142857143
XLM-RoBERTa	Croatian	tense_verb	next1	first	0.965	0.9478571428571428
XLM-RoBERTa	Croatian	tense_verb	permute	first	0.9585714285714285	0.9357142857142857
XLM-RoBERTa	Croatian	tense_verb	permute	last	0.9935714285714285	0.9935714285714285
XLM-RoBERTa	Croatian	tense_verb	prev1	last	0.9507142857142856	0.975
XLM-RoBERTa	Croatian	tense_verb		first	0.9764285714285714	0.9514285714285714
XLM-RoBERTa	Croatian	tense_verb		last	1.0	0.995
XLM-RoBERTa	Croatian	verbform_verb	next1	first	0.9651741293532339	0.9154228855721394
XLM-RoBERTa	Croatian	verbform_verb	permute	first	0.9289267945984364	0.9012082444918266
XLM-RoBERTa	Croatian	verbform_verb	permute	last	0.997867803837953	0.9872068230277186
XLM-RoBERTa	Croatian	verbform_verb	prev1	last	0.9623312011371714	0.9175550817341863
XLM-RoBERTa	Croatian	verbform_verb		first	0.9580668088130775	0.9225302061122956
XLM-RoBERTa	Croatian	verbform_verb		last	1.0	0.9928926794598436
XLM-RoBERTa	Czech	animacy_adj	next1	first	0.885	0.8871428571428571
XLM-RoBERTa	Czech	animacy_adj	permute	first	0.7371428571428572	0.7521428571428571
XLM-RoBERTa	Czech	animacy_adj	permute	last	0.8071428571428572	0.8228571428571428
XLM-RoBERTa	Czech	animacy_adj	prev1	last	0.9221428571428572	0.9
XLM-RoBERTa	Czech	animacy_adj		first	0.8985714285714286	0.8835714285714287
XLM-RoBERTa	Czech	animacy_adj		last	0.9678571428571427	0.9407142857142857
XLM-RoBERTa	Czech	animacy_noun	next1	first	0.9107142857142857	0.8200000000000001
XLM-RoBERTa	Czech	animacy_noun	permute	first	0.8607142857142858	0.7692857142857142
XLM-RoBERTa	Czech	animacy_noun	permute	last	0.8578571428571429	0.8228571428571428
XLM-RoBERTa	Czech	animacy_noun	prev1	last	0.9128571428571429	0.8528571428571429
XLM-RoBERTa	Czech	animacy_noun		first	0.9085714285714286	0.8114285714285714
XLM-RoBERTa	Czech	animacy_noun		last	0.9035714285714286	0.8721428571428572
XLM-RoBERTa	Czech	animacy_propn	next1	first	0.9457142857142856	0.9364285714285714
XLM-RoBERTa	Czech	animacy_propn	permute	first	0.8064285714285715	0.8021428571428572
XLM-RoBERTa	Czech	animacy_propn	permute	last	0.8192857142857142	0.8564285714285714
XLM-RoBERTa	Czech	animacy_propn	prev1	last	0.9307142857142858	0.9514285714285714
XLM-RoBERTa	Czech	animacy_propn		first	0.9435714285714285	0.9342857142857143
XLM-RoBERTa	Czech	animacy_propn		last	0.9400000000000001	0.9400000000000001
XLM-RoBERTa	Czech	animacy_verb	next1	first	0.9021428571428572	0.8828571428571428
XLM-RoBERTa	Czech	animacy_verb	permute	first	0.7971428571428572	0.795
XLM-RoBERTa	Czech	animacy_verb	permute	last	0.9514285714285714	0.9607142857142856
XLM-RoBERTa	Czech	animacy_verb	prev1	last	0.9078571428571429	0.8971428571428571
XLM-RoBERTa	Czech	animacy_verb		first	0.8821428571428571	0.8478571428571428
XLM-RoBERTa	Czech	animacy_verb		last	0.9942857142857143	0.9792857142857142
XLM-RoBERTa	Czech	aspect_adj	next1	first	0.9507142857142856	0.9228571428571428
XLM-RoBERTa	Czech	aspect_adj	permute	first	0.9164285714285715	0.9157142857142857
XLM-RoBERTa	Czech	aspect_adj	permute	last	0.9378571428571428	0.9114285714285714
XLM-RoBERTa	Czech	aspect_adj	prev1	last	0.9685714285714285	0.91
XLM-RoBERTa	Czech	aspect_adj		first	0.9357142857142857	0.9221428571428572
XLM-RoBERTa	Czech	aspect_adj		last	0.9400000000000001	0.9142857142857144
